year,country_name,gdp,hte,hdi,gr_cap,labor,sec_srv,mob_sub,ter_enr,sci_art,pop,infl,ict_exp,edu_exp,fdi,trade,inet_usr,rnd_exp,p_a,cc,ge,pv,rl,rq,va,foreign_assets,new_business_density,innovation_score,competitiveness_score,ctfp,cwtfp,economic_freedom
2014,New Zealand,2.46E+11,699116173,0.932,5.53E+12,2463012,3485.663678,113,81,7997,4516500,0.481109439,608016038,1.43E+12,3.97E+11,1.36E+13,379386000,,1636,2.249412298,1.924988627,1.467927575,2.004044771,1.943838,1.524326086,-78750490595,16.56796763,54.52,51.2,0.797216833,0.782277584,81.2
2015,New Zealand,2.55E+11,657060269,0.934,5.83E+12,2526061,3921.117716,122,82,7892,4609400,1.4440385,655743438,1.46E+12,-10505120505,1.4E+13,392720880,3.13E+11,1184,2.233211517,1.852818251,1.511137605,1.96533978,1.91034615,1.555024743,-73198278587,17.36884498,55.92,50.9,0.8020733,0.783763111,82.1
2016,New Zealand,2.65E+11,640136073,0.938,5.97E+12,2634836,6401.646125,131,82,8204,4714100,2.410432574,731289585,1.46E+12,2.82E+11,1.39E+13,407769650,,1075,2.236731529,1.805901408,1.501143336,1.913633585,2.027463913,1.533862114,-79793509000,18.86433971,54.23,53.5,0.818642914,0.7988711,81.6
2016,New Zealand,2.65E+11,640136073,0.938,5.97E+12,2634836,6401.646125,131,82,8204,4714100,2.410432574,731289585,1.46E+12,2.82E+11,1.39E+13,407769650,,1075,2.236731529,1.805901408,1.501143336,1.913633585,2.027463913,1.533862114,-79793509000,18.86433971,54.23,62,0.818642914,0.7988711,81.6
2016,New Zealand,2.65E+11,640136073,0.938,5.97E+12,2634836,6401.646125,131,82,8204,4714100,2.410432574,731289585,1.46E+12,2.82E+11,1.39E+13,407769650,,1075,2.236731529,1.805901408,1.501143336,1.913633585,2.027463913,1.533862114,-79793509000,18.86433971,54.23,53.5,0.818642914,0.7988711,81.6
2016,New Zealand,2.65E+11,640136073,0.938,5.97E+12,2634836,6401.646125,131,82,8204,4714100,2.410432574,731289585,1.46E+12,2.82E+11,1.39E+13,407769650,,1075,2.236731529,1.805901408,1.501143336,1.913633585,2.027463913,1.533862114,-79793509000,18.86433971,54.23,62,0.818642914,0.7988711,81.6
2017,New Zealand,2.74E+11,564057385,0.936,6.28E+12,2732646,14919.1873,135,81,8178,4813600,3.616932544,733487188,1.45E+12,3.17E+11,1.48E+13,422152720,3.7E+11,1014,2.195915461,1.727959037,1.561946034,1.884475589,2.081799269,1.559707165,-76163951000,18.41148492,52.87,53.56138983,0.839198411,0.820105553,83.7
2018,New Zealand,2.84E+11,605401280,0.938,6.66E+12,2787916,17618.04677,131,81,8396,4900600,1.753127105,776211879,1.47E+12,3.37E+11,1.58E+13,436153400,,1017,2.135425806,1.628719091,1.512162924,1.83380127,2.000859737,1.605249763,-79954319000,17.60546129,51.29,54.35511939,0.8239187,0.811889529,84.2
2019,New Zealand,2.9E+11,572755338,0.938,6.8E+12,2824420,20120.90296,121,78,8891,4979200,3.08556631,916483447,1.5E+12,3.97E+11,1.58E+13,447630080,4.08E+11,324,2.130933762,1.632435799,1.416953564,1.843778968,1.871017337,1.537610173,-90844997000,16.30735756,49.55,53.89770291,0.838828444,0.809689462,84.4
2020,New Zealand,2.89E+11,589049116,0.94,6.66E+12,2879819,20509.41024,123,76,8813,5090200,1.955151654,975536035,1.63E+12,5.62E+11,1.27E+13,484587040,,348,2.116907597,1.538743258,1.468353748,1.838392735,1.874447942,1.597474456,-99988755000,17.55505588,60.95,57.16505133,,,84.1
2020,New Zealand,2.89E+11,589049116,0.94,6.66E+12,2879819,20509.41024,123,76,8813,5090200,1.955151654,975536035,1.63E+12,5.62E+11,1.27E+13,484587040,,348,2.116907597,1.538743258,1.468353748,1.838392735,1.874447942,1.597474456,-99988755000,17.55505588,33.06,57.16505133,,,84.1
2020,New Zealand,2.89E+11,589049116,0.94,6.66E+12,2879819,20509.41024,123,76,8813,5090200,1.955151654,975536035,1.63E+12,5.62E+11,1.27E+13,484587040,,348,2.116907597,1.538743258,1.468353748,1.838392735,1.874447942,1.597474456,-99988755000,17.55505588,47.01,57.16505133,,,84.1
2020,New Zealand,2.89E+11,589049116,0.94,6.66E+12,2879819,20509.41024,123,76,8813,5090200,1.955151654,975536035,1.63E+12,5.62E+11,1.27E+13,484587040,,348,2.116907597,1.538743258,1.468353748,1.838392735,1.874447942,1.597474456,-99988755000,17.55505588,60.95,57.16505133,,,84.1
2020,New Zealand,2.89E+11,589049116,0.94,6.66E+12,2879819,20509.41024,123,76,8813,5090200,1.955151654,975536035,1.63E+12,5.62E+11,1.27E+13,484587040,,348,2.116907597,1.538743258,1.468353748,1.838392735,1.874447942,1.597474456,-99988755000,17.55505588,60.95,57.16505133,,,84.1
2020,New Zealand,2.89E+11,589049116,0.94,6.66E+12,2879819,20509.41024,123,76,8813,5090200,1.955151654,975536035,1.63E+12,5.62E+11,1.27E+13,484587040,,348,2.116907597,1.538743258,1.468353748,1.838392735,1.874447942,1.597474456,-99988755000,17.55505588,33.06,57.16505133,,,84.1
2020,New Zealand,2.89E+11,589049116,0.94,6.66E+12,2879819,20509.41024,123,76,8813,5090200,1.955151654,975536035,1.63E+12,5.62E+11,1.27E+13,484587040,,348,2.116907597,1.538743258,1.468353748,1.838392735,1.874447942,1.597474456,-99988755000,17.55505588,47.01,57.16505133,,,84.1
2020,New Zealand,2.89E+11,589049116,0.94,6.66E+12,2879819,20509.41024,123,76,8813,5090200,1.955151654,975536035,1.63E+12,5.62E+11,1.27E+13,484587040,,348,2.116907597,1.538743258,1.468353748,1.838392735,1.874447942,1.597474456,-99988755000,17.55505588,60.95,57.16505133,,,84.1
2020,New Zealand,2.89E+11,589049116,0.94,6.66E+12,2879819,20509.41024,123,76,8813,5090200,1.955151654,975536035,1.63E+12,5.62E+11,1.27E+13,484587040,,348,2.116907597,1.538743258,1.468353748,1.838392735,1.874447942,1.597474456,-99988755000,17.55505588,60.95,57.16505133,,,84.1
2020,New Zealand,2.89E+11,589049116,0.94,6.66E+12,2879819,20509.41024,123,76,8813,5090200,1.955151654,975536035,1.63E+12,5.62E+11,1.27E+13,484587040,,348,2.116907597,1.538743258,1.468353748,1.838392735,1.874447942,1.597474456,-99988755000,17.55505588,33.06,57.16505133,,,84.1
2020,New Zealand,2.89E+11,589049116,0.94,6.66E+12,2879819,20509.41024,123,76,8813,5090200,1.955151654,975536035,1.63E+12,5.62E+11,1.27E+13,484587040,,348,2.116907597,1.538743258,1.468353748,1.838392735,1.874447942,1.597474456,-99988755000,17.55505588,47.01,57.16505133,,,84.1
2020,New Zealand,2.89E+11,589049116,0.94,6.66E+12,2879819,20509.41024,123,76,8813,5090200,1.955151654,975536035,1.63E+12,5.62E+11,1.27E+13,484587040,,348,2.116907597,1.538743258,1.468353748,1.838392735,1.874447942,1.597474456,-99988755000,17.55505588,60.95,57.16505133,,,84.1
2020,New Zealand,2.89E+11,589049116,0.94,6.66E+12,2879819,20509.41024,123,76,8813,5090200,1.955151654,975536035,1.63E+12,5.62E+11,1.27E+13,484587040,,348,2.116907597,1.538743258,1.468353748,1.838392735,1.874447942,1.597474456,-99988755000,17.55505588,60.95,57.16505133,,,84.1
2020,New Zealand,2.89E+11,589049116,0.94,6.66E+12,2879819,20509.41024,123,76,8813,5090200,1.955151654,975536035,1.63E+12,5.62E+11,1.27E+13,484587040,,348,2.116907597,1.538743258,1.468353748,1.838392735,1.874447942,1.597474456,-99988755000,17.55505588,33.06,57.16505133,,,84.1
2020,New Zealand,2.89E+11,589049116,0.94,6.66E+12,2879819,20509.41024,123,76,8813,5090200,1.955151654,975536035,1.63E+12,5.62E+11,1.27E+13,484587040,,348,2.116907597,1.538743258,1.468353748,1.838392735,1.874447942,1.597474456,-99988755000,17.55505588,47.01,57.16505133,,,84.1
2020,New Zealand,2.89E+11,589049116,0.94,6.66E+12,2879819,20509.41024,123,76,8813,5090200,1.955151654,975536035,1.63E+12,5.62E+11,1.27E+13,484587040,,348,2.116907597,1.538743258,1.468353748,1.838392735,1.874447942,1.597474456,-99988755000,17.55505588,60.95,57.16505133,,,84.1
2021,New Zealand,3.02E+11,673724583,0.939,7.45E+12,2919514,16060.68906,114,79,9152,5111300,4.578162455,1144410914,1.68E+12,5.41E+11,1.47E+13,491195930,4.43E+11,330,2.169758081,1.305689335,1.39449656,1.781166553,1.802642822,1.594139576,-1.06E+11,19.4470274,47.48679262,54.94457727,,,83.9
2022,New Zealand,3.11E+11,826243764,0.933,7.89E+12,2953125,18370.98413,115,77,9214,5117200,5.587087559,1115172150,1.63E+12,1.05E+12,1.68E+13,492274640,,,2.163233995,1.340261579,1.321169138,1.73037374,1.865193009,1.651686072,-1.05E+11,16.3206423,47.16528528,52.34696448,,,80.6
2023,New Zealand,3.13E+11,823527942,0.938,7.71E+12,3061562,18909.65136,,,,5223100,4.758549167,1201189832,,4.46E+11,1.6E+13,502462220,,,2.084095478,1.529976845,1.358569622,1.705708027,1.910228372,1.68778348,-91270961000,,46.57110879,51.8582402,,,78.9
2024,New Zealand,,840956108,,,3124165,,,,,,,,,,,,,,,,,,,,-81891410000,,45.86313648,53.35774201,,,77.8
2025,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.1
1960,Nicaragua,39751418068,,,,,,,,,1782370,,,,,1.98E+12,,,,,,,,,,0,,,,,,
1961,Nicaragua,42731877392,,,,,,,,,1836451,-0.047370487,,,,2.05E+12,,,,,,,,,,0,,,,,,
1962,Nicaragua,47385719981,,,,,,,,,1892320,-0.535467332,,,,2.62E+12,,,,,,,,,,0,,,,,,
1963,Nicaragua,52534405551,,,,,,,,,1950159,-0.408188198,,,,3.1E+12,,,,,,,,,,0,,,,,,
1964,Nicaragua,58680131968,,,,,,,,,2010176,4.52064236,,,,3.48E+12,,,,,,,,,,0,,,,,,
1965,Nicaragua,64269505977,,,,,,,,,2072681,0.840469556,,,,3.97E+12,,,,,,,,,,0,,,,,,
1966,Nicaragua,66391130032,,,,,,,,,2137820,3.661066805,,,,4.07E+12,,,,,,,,,,0,,,,,,
1967,Nicaragua,71018269018,,,,,,,,,2205567,1.266337669,,,,4.37E+12,,,,,,,,,,0,,,,,,
1968,Nicaragua,71972016001,,,,,,,,,2275836,4.489959331,,,,4.11E+12,,,,,,,,,,0,,,,,,
1969,Nicaragua,76461417256,,,,,,,,,2348398,1.171810258,,,,3.94E+12,,,,,,,,,,0,,,,,,
1970,Nicaragua,77496572254,,,,,,,4,,2423065,2.438735202,,1.58E+11,1.49E+11,4.33E+12,,,,,,,,,,0,,,,,,
1971,Nicaragua,80057645263,,,,,,,4,,2499825,3.031656989,,2E+11,1.29E+11,4.39E+12,,,,,,,,,,0,,,,,,
1972,Nicaragua,81835503718,,,,,,,5,,2573578,4.250734608,,,93146248433,5.31E+12,,,,,,,,,,0,,,,,,
1973,Nicaragua,87086899427,,,,,,,4,,2649278,16.66420835,,,1.05E+11,5.75E+12,,,,,,,,,,0,,,,,,
1974,Nicaragua,99446642396,,,,,,,5,,2732075,21.79128608,,,90203999950,7.13E+12,,,,,,,,,,0,,,,,,
1975,Nicaragua,99294243505,,,,,,,7,,2816943,4.732033564,,,68431163589,6.45E+12,,,,,,,,,,0,,,,,,
1976,Nicaragua,1.04E+11,,,,,,,7,,2903851,10.43400247,,,73036093416,6.74E+12,,,,,,,,,,0,,,,,,
1977,Nicaragua,1.13E+11,,,,,,,7,,2992534,11.85247104,,,50740909913,7.86E+12,,,,,,,,,,0,,,,,,
1978,Nicaragua,1.04E+11,,,,,,,,,3080314,3.771266462,,,34215350208,6.83E+12,,,,,,,,,,0,,,,,,
1979,Nicaragua,76708342041,,,,,,,9,,3164525,31.65848094,,2.17E+11,13701413624,5.38E+12,,,,,,,,,,0,,,,,,
1980,Nicaragua,80245925412,,,,,,,11,,3252403,36.978628,,2.62E+11,46903368254,5.42E+12,,,,,,,,,,-1,,,,1.055593252,1.059227586,
1981,Nicaragua,84549747257,,,,,,,,,3345674,11.72111866,,,-102496953,5.42E+12,,,,,,,,,,-1,,,,1.061656594,1.035355687,
1982,Nicaragua,83859515318,,,,,,,10,,3438745,16.74571589,,3.18E+11,34051736587,3.52E+12,,,,,,,,,,-1,,,,1.001321435,0.911984801,
1983,Nicaragua,87728132229,,,,,,,10,,3530282,11.00198743,,,318652175,4.33E+12,,,,,,,,,,-3,,,,1.013502121,0.902839243,
1984,Nicaragua,86354227290,,,,,,,9,,3619104,38.96199866,,5.16E+11,20620325593,3.96E+12,,,,,,,,,,-4,,,,0.951505005,0.846629977,
1985,Nicaragua,82829375979,,,,,,,8,,3706479,167.1889707,,,-30863882,3.03E+12,,,2,,,,,,,-13,,,,0.932848752,0.792028487,
1986,Nicaragua,81986745149,,,,,,,7,,3794157,281.4601959,,,170462413,2.76E+12,,,,,,,,,,-36,,,,0.84928143,0.732442081,
1987,Nicaragua,81407629363,,,,,,,7,,3882164,523.0809523,,4.36E+11,5094318164,2.08E+12,,,,,,,,,,-42,,,,0.848596871,0.70353967,
1988,Nicaragua,71272524383,,,,,,,,,3972320,13611.63482,,,-243814896,5.43E+12,,,,,,,,,,-658050,,,,0.612904072,0.648801982,
1989,Nicaragua,70033653725,,,,,,,,,4066476,4711.169552,,,19354241419,6.84E+12,,,,,,,,,,-26261580,,,,0.546327829,0.567656755,
1990,Nicaragua,69996886252,,0.515,,1302113,,,7,,4162559,5016.10795,,,4645862523,4.99E+12,,,,,,,,,,-2239239410,,,,0.539968371,0.519391,
1991,Nicaragua,69864395100,,0.526,,1339697,,,7,,4259637,4523.631883,,,1.97E+11,5.19E+12,,,,,,,,,,-19823900000,,,,0.558387697,0.591329396,
1992,Nicaragua,70134313800,,0.531,,1379395,,,8,,4357026,23.66531192,,2.09E+11,58679981457,4.95E+12,,,3,,,,,,,-20828100000,,,,0.526950121,0.587269843,
1993,Nicaragua,69858730800,,0.534,,1419581,,0,,,4453732,20.39162523,,,1.54E+11,4.77E+12,,,2,,,,,,,-22180300000,,,,0.507164598,0.544974387,
1994,Nicaragua,72190423900,,0.54,,1464625,,0,,,4549316,133.7047974,25300000,,87267182197,2.82E+12,60051,,,,,,,,,-23662500000,,,,0.519496977,0.548668385,
1995,Nicaragua,76458255300,,0.549,,1513299,,0,10,,4642931,13.39268377,25800000,,1.64E+11,3.37E+12,139288,,,,,,,,,-22307300000,,,,0.535450816,0.564464152,42.5
1996,Nicaragua,81308972200,,0.559,,1573241,,0,,16,4729974,9.606812888,25700000,,2.26E+11,3.94E+12,397791,,,-0.56454438,-0.570219934,-0.51774317,-0.515926838,-0.443439603,0.053369619,-16006209530,,,,0.533980429,0.572918952,54.1
1997,Nicaragua,84534215300,,0.568,,1633351,,0,10,20,4809573,9.777993191,19600000,,3.92E+11,4.9E+12,990772,5503177331,3,,,,,,,-15527842689,,,,0.525111139,0.584486306,53.3
1998,Nicaragua,87671856100,,0.569,,1693406,,0,,14,4883655,14.02848776,24000000,1.95E+11,4.13E+11,5E+12,1484631,,12,-0.959317148,-0.662364185,-0.492162377,-0.605091035,-0.236152813,0.103398241,-18091478895,,,,0.514076173,0.562062144,53.8
1999,Nicaragua,93840422000,,0.585,,1748818,,1,,9,4954018,9.226232623,24000000,2.74E+11,6.52E+11,5.87E+12,2467101,,9,,,,,,,-19588886578,,,,0.504515409,0.567491353,54
2000,Nicaragua,97689371600,,0.593,,1804371,,2,,14,5022633,8.56622836,25100000,2.93E+11,5.1E+11,5.99E+12,4922180,,14,-0.935892701,-0.660692811,-0.066172294,-0.862790763,-0.33913812,-0.125508621,-23777314918,,,,0.483591706,0.527570605,56.9
2001,Nicaragua,1.01E+11,,0.601,,1859876,,3,,11,5087825,7.24150934,24300000,,2.83E+11,5.86E+12,7377346,,,,,,,,,-19711640063,,,,0.479622215,0.522250116,58
2002,Nicaragua,1.01E+11,,0.609,,1915679,,5,18,8,5149909,3.248378744,23300000,2.41E+11,3.94E+11,5.87E+12,8806344,3527929798,,-0.479136646,-0.877977848,-0.093183674,-0.677636325,-0.489535064,-0.054776963,-20174859720,,,,0.463704228,0.510639727,61.1
2003,Nicaragua,1.04E+11,,0.615,,1972321,,9,,15,5210963,5.331077198,26400000,2.52E+11,3.93E+11,6.47E+12,9796610,,,-0.541941702,-0.794632852,-0.368299216,-0.56024915,-0.470480889,0.158112004,-21206809322,,,,0.458120584,0.49777627,62.6
2004,Nicaragua,1.09E+11,,0.623,,2029895,,14,,17,5272912,9.050902405,27100000,,4.7E+11,7.32E+12,12233156,,,-0.446660161,-0.84265548,-0.341314167,-0.788531184,-0.346080571,-0.015315129,-17863719023,,,,0.452166647,0.488888651,61.4
2005,Nicaragua,1.14E+11,,0.63,,2090654,,21,,22,5342105,9.867094149,28300000,,4.35E+11,8.17E+12,13729210,,,-0.616481483,-0.825872242,-0.339232922,-0.614661515,-0.445305258,-0.24899523,-18887707425,,,,0.45700404,0.488905609,62.5
2006,Nicaragua,1.19E+11,,0.636,2.9E+12,2152774,,33,,34,5418855,7.867912048,29400000,,5.05E+11,1.04E+13,15226983,,,-0.673504472,-0.895059884,-0.267819613,-0.752042234,-0.426474214,-0.194359109,-19012423481,,,,0.446452379,0.481101364,63.8
2007,Nicaragua,1.25E+11,5557883,0.642,3.2E+12,2214094,,45,,22,5497243,9.674861856,30500000,,6.43E+11,1.16E+13,21439248,,,-0.767759442,-0.953955352,-0.120370902,-0.788387358,-0.450823009,-0.217171907,-18320277493,,,,0.449868172,0.495779902,62.7
2008,Nicaragua,1.29E+11,8213328,0.646,3.48E+12,2276217,,55,,27,5576593,16.19925346,92700000,,9.52E+11,1.25E+13,29555943,,,-0.768929601,-0.917955816,-0.222542554,-0.808183551,-0.421554148,-0.367741048,-19829078183,,,,0.451046914,0.513892412,60.8
2009,Nicaragua,1.25E+11,7447275,0.646,2.54E+12,2338791,,58,,28,5656601,6.034842991,87000000,,6.54E+11,1.09E+13,41293187,,,-0.727106392,-0.96199578,-0.305793792,-0.786913633,-0.435356438,-0.439285934,-8710956371,,,,0.439078838,0.489804059,59.8
2010,Nicaragua,1.3E+11,6223783,0.651,2.75E+12,2401614,4.705923363,68,15,30,5737450,6.138378556,115900000,5.83E+11,7.27E+11,1.3E+13,57374500,,,-0.755830348,-0.949312687,-0.499709249,-0.837366939,-0.302378356,-0.477622449,2362307282,,,,0.42697078,0.47835654,58.3
2011,Nicaragua,1.39E+11,7559400,0.657,3.42E+12,2465061,5.671027802,81,16,30,5819051,10.21428053,130000000,,1.33E+12,1.55E+13,61681941,11598159722,2,-0.737969637,-0.893715918,-0.269735813,-0.725575924,-0.353553355,-0.576730072,8028051795,,25.78,,0.42677626,0.483034402,58.8
2012,Nicaragua,1.48E+11,4344649,0.664,4.15E+12,2529178,10.84509193,97,16,32,5901287,6.24324468,146800000,,1.09E+12,1.7E+13,79667374,15464519556,4,-0.78167814,-0.891339302,-0.348777562,-0.733911514,-0.310052246,-0.536340475,3825248107,,26.7,33.4,0.416130573,0.476203769,57.9
2013,Nicaragua,1.55E+11,7424951,0.668,4.39E+12,2593462,12.86798037,111,16,29,5983845,4.350180517,153800000,,1.36E+12,1.72E+13,92749598,15940199845,3,-0.73852396,-0.813365757,-0.249215871,-0.674326599,-0.308052003,-0.457735419,5361251635,,27.1,40.8,0.410560161,0.468455195,56.6
2014,Nicaragua,1.62E+11,9951105,0.674,4.43E+12,2658091,16.64883099,114,17,34,6066492,8.391960213,154900000,6.61E+11,1.47E+12,1.73E+13,106770259,14474700000,1,-0.887541771,-0.837822556,-0.040780123,-0.714166403,-0.408892065,-0.395806462,15783642074,,25.47,40.5,0.413097084,0.457630247,58.4
2015,Nicaragua,1.7E+11,11891363,0.679,4.97E+12,2715259,22.11591766,115,17,27,6149417,7.589286705,156400000,6.93E+11,1.29E+12,1.67E+13,121143515,18261399490,,-0.907448709,-0.862327516,-0.092195526,-0.754737794,-0.419965863,-0.414940387,19076754378,,23.47,40.9,0.41914013,0.46965915,57.6
2016,Nicaragua,1.78E+11,17029801,0.684,4.92E+12,2772156,34.97700663,121,18,38,6232666,4.59008267,180400000,7.26E+11,1.33E+12,1.67E+13,153323584,,,-0.897035599,-0.73757118,-0.095483571,-0.656879246,-0.528951228,-0.680512071,18858022907,,23.06,41.4,0.423300505,0.467337579,58.6
2016,Nicaragua,1.78E+11,17029801,0.684,4.92E+12,2772156,34.97700663,121,18,38,6232666,4.59008267,180400000,7.26E+11,1.33E+12,1.67E+13,153323584,,,-0.897035599,-0.73757118,-0.095483571,-0.656879246,-0.528951228,-0.680512071,18858022907,,23.06,52.1,0.423300505,0.467337579,58.6
2016,Nicaragua,1.78E+11,17029801,0.684,4.92E+12,2772156,34.97700663,121,18,38,6232666,4.59008267,180400000,7.26E+11,1.33E+12,1.67E+13,153323584,,,-0.897035599,-0.73757118,-0.095483571,-0.656879246,-0.528951228,-0.680512071,18858022907,,23.06,41.4,0.423300505,0.467337579,58.6
2016,Nicaragua,1.78E+11,17029801,0.684,4.92E+12,2772156,34.97700663,121,18,38,6232666,4.59008267,180400000,7.26E+11,1.33E+12,1.67E+13,153323584,,,-0.897035599,-0.73757118,-0.095483571,-0.656879246,-0.528951228,-0.680512071,18858022907,,23.06,52.1,0.423300505,0.467337579,58.6
2017,Nicaragua,1.86E+11,12612402,0.688,4.98E+12,2828986,123.6496892,126,,42,6316231,4.122704127,174000000,8.11E+11,1.4E+12,1.79E+13,192013422,,,-0.895630002,-0.668117821,-0.053822666,-0.660670221,-0.695781589,-0.718133748,25025168416,,,43.56918255,0.416776627,0.450816631,59.2
2018,Nicaragua,1.8E+11,14953054,0.69,4.03E+12,2871752,69.99912501,113,19,43,6400080,2.658478923,203500000,6.43E+11,1.16E+12,1.69E+13,216962712,,,-1.024010181,-0.812322795,-0.950928032,-1.078462958,-0.731356859,-1.099917054,4057290054,,,42.59480548,0.381601602,0.402900994,58.9
2019,Nicaragua,1.75E+11,24126467,0.69,2.88E+12,2916060,86.98794523,87,18,36,6483657,5.39549784,196000000,8.05E+11,6.93E+11,1.65E+13,245082235,,,-1.03215003,-0.777325749,-0.992500722,-1.201585412,-0.714432657,-1.098115683,33503401467,,22.55,41.54742328,0.369323462,0.37555185,57.7
2020,Nicaragua,1.72E+11,9890059,0.676,3.13E+12,2940072,92.91320521,88,19,39,6565267,5.392609415,187600000,7.88E+11,1.01E+12,1.53E+13,277054267,,,-1.180352092,-0.679674625,-0.585719466,-1.198743939,-0.679826021,-1.097819209,64398387042,,,44.09779331,,,57.2
2021,Nicaragua,1.89E+11,30355921,0.682,4.38E+12,3036947,104.7444889,97,20,46,6644741,3.542833874,227400000,7.72E+11,1.63E+12,2.02E+13,312967301,,,-1.255249143,-0.884827673,-0.471975327,-1.366336823,-0.852285445,-1.285795927,85830276485,,,42.80902823,,,56.3
2022,Nicaragua,1.96E+11,37239155,0.701,4.2E+12,3092384,95.08734218,,19,41,6730654,8.777652258,293100000,7.44E+11,1.62E+12,2.26E+13,330475111,,,-1.287625432,-1.03687942,-0.358511776,-1.310911894,-0.914733768,-1.350019932,1.07E+11,,18.09240063,41.57413632,,,54.8
2023,Nicaragua,2.05E+11,22949838,0.706,4.36E+12,3161456,103.4642498,,30,,6823613,10.66865404,282500000,,1.41E+12,2.15E+13,397134277,,,-1.388440132,-1.08494556,-0.125550047,-1.278186917,-0.878058851,-1.38733542,1.42E+11,,16.85279346,41.64928751,,,54.9
2024,Nicaragua,,,,,3224663,,,,,,,,,,,,,,,,,,,,1.62E+11,,13.98769469,39.81560694,,,53.4
2025,Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54
1960,Niger,1.54E+12,,,,,,,,,3505050,,,,,2.23E+13,,,,,,,,,,,,,,,,
1961,Niger,1.61E+12,,,,,,,,,3608162,3.393850587,,,,2.87E+13,,,,,,,,,,,,,,,,
1962,Niger,1.77E+12,,,,,,,,,3714520,-0.842792525,,,,3.93E+13,,,,,,,,,,1580000000,,,,,,
1963,Niger,1.94E+12,,,,,,,,,3823873,0.761495904,,,,3.81E+13,,,,,,,,,,1713000000,,,,,,
1964,Niger,1.94E+12,,,,,,,,,3935814,-0.719001723,,,,4.53E+13,,,,,,,,,,882000000,,,,0.441957951,0.441183269,
1965,Niger,2.08E+12,,,,,,,,,4049695,8.076817874,,,,4.89E+13,,,,,,,,,,-384000000,,,,0.449110866,0.444379658,
1966,Niger,2.07E+12,,,,,,,,,4165544,4.957885138,,,,5.91E+13,,,,,,,,,,-134000000,,,,0.433268547,0.419263214,
1967,Niger,2.07E+12,,,,,,,,,4283590,-5.219075096,,,,4.72E+13,,,,,,,,,,122000000,,,,0.44131127,0.439784884,
1968,Niger,2.08E+12,,,,,,,,,4403637,-3.419814222,,,,4.64E+13,,,,,,,,,,-101600000,,,,0.439788789,0.439848781,
1969,Niger,1.97E+12,,,,,,,,,4525725,8.443112384,,,,5.09E+13,,,,,,,,,,1733700000,,,,0.404865026,0.405446321,
1970,Niger,2.03E+12,,,,,,,,,4650275,7.1366438,,,8.5E+11,5.86E+13,,,,,,,,,,4474051960,,,,0.428698897,0.424087465,
1971,Niger,2.14E+12,,,,,,,,,4776225,0.59983291,,2.25E+12,-1.64E+12,5.99E+13,,,,,,,,,,8619426830,,,,0.437753677,0.416729867,
1972,Niger,2.03E+12,,,,,,,,,4904845,3.361177368,,,2.46E+11,7.05E+13,,,,,,,,,,10994665940,,,,0.40977174,0.397706032,
1973,Niger,1.68E+12,,,,,,,0,,5037865,35.83750426,,,1.78E+11,6.59E+13,,,,,,,,,,11911917055,,,,0.340455264,0.335935116,
1974,Niger,1.83E+12,,,,,,,0,,5174953,7.647258987,,,1.23E+12,7.55E+13,,,,,,,,,,10665248472,,,,0.396288723,0.436250538,
1975,Niger,1.78E+12,,,,,,,0,,5317019,-6.39280248,,,3.83E+12,8.94E+13,,,,,,,,,,9847852146,,,,0.371893346,0.384749204,
1976,Niger,1.79E+12,,,,,,,0,,5464962,12.41635412,,,1.66E+12,1.01E+14,,,,,,,,,,17464722057,,,,0.385779917,0.37616545,
1977,Niger,1.93E+12,,,,,,,0,,5619716,15.74779499,,,1.92E+12,9.45E+13,,,,,,,,,,22176426595,,,,0.420997947,0.405760735,
1978,Niger,2.19E+12,,,,,,,0,,5782932,11.2113515,,,5.27E+12,1.1E+14,,,,,,,,,,17353918346,,,,0.428667396,0.40645352,
1979,Niger,2.35E+12,,,,,,,0,,5955556,4.586519937,,,5.21E+12,1.54E+14,,,,,,,,,,15647847586,,,,0.464918017,0.456712961,
1980,Niger,2.29E+12,,,5.83E+13,,,,0,,6135971,21.09482158,,,4.48E+12,1.44E+14,,,,,,,,,,2841188457,,,,0.449109465,0.474471271,
1981,Niger,2.29E+12,,,5.34E+13,,,,0,,6322006,11.49999135,,,-6.45E+11,1.38E+14,,,,,,,,,,11527802381,,,,0.416173816,0.417987198,
1982,Niger,2.34E+12,,,3.56E+13,,,,0,,6512732,10.0000184,,,3.27E+12,1.34E+14,,,,,,,,,,-32198242445,,,,0.425181597,0.451118439,
1983,Niger,2.25E+12,,,2.99E+13,,,,0,,6708644,7.799984611,,,1.52E+11,1.07E+14,,,,,,,,,,-29370314665,,,,0.395361751,0.40095979,
1984,Niger,1.87E+12,,,1.84E+13,,,,0,,6909971,11.71749339,,,1.85E+11,9.33E+13,,,,,,,,,,-12448210947,,,,0.289663821,0.286409706,
1985,Niger,2.01E+12,,,1.99E+13,,,,0,,7118457,-5.900180283,,,-1.31E+12,1.08E+14,,,,,,,,,,-3094905020,,,,0.312099665,0.326668829,
1986,Niger,2.14E+12,,,1.91E+13,,,,,,7335811,-4.200278683,124168,,-1.39E+12,8.71E+13,,,,,,,,,,5031993147,,,,0.303235799,0.307661295,
